"X","Y","C1hA","0kxZ","tvMX","OlYb","7rk5","F39L","VNSF","tkxI"
"6.0","12.0","-83","-87","-74","-80","-99","-78","-90","-91"
"6.0","12.0","-83","-96","-74","-80","-99","-78","-90","-91"
"6.0","12.0","-83","-85","-74","-80","-99","-73","-88","-91"
"6.0","12.0","-86","-85","-80","-77","-99","-69","-88","-92"
"6.0","12.0","-84","-85","-80","-77","-99","-69","-93","-92"
"6.0","12.0","-84","-98","-80","-77","-99","-73","-93","-92"
"6.0","12.0","-87","-98","-79","-80","-99","-73","-93","-92"
"6.0","12.0","-87","-88","-74","-77","-99","-73","-93","-92"
"6.0","12.0","-82","-88","-74","-77","-95","-73","-93","-92"
"6.0","12.0","-82","-88","-74","-80","-95","-78","-93","-92"
"6.0","12.0","-83","-88","-79","-80","-95","-78","-93","-92"
"6.0","12.0","-87","-88","-79","-76","-94","-78","-93","-92"
"6.0","12.0","-83","-96","-79","-78","-94","-78","-93","-92"
"6.0","12.0","-84","-96","-78","-79","-94","-78","-89","-92"
"6.0","12.0","-84","-87","-78","-79","-95","-74","-89","-92"
"6.0","12.0","-86","-99","-78","-78","-99","-74","-92","-92"
"6.0","12.0","-86","-99","-79","-80","-99","-79","-92","-92"
"6.0","12.0","-86","-99","-73","-80","-95","-79","-92","-92"
"6.0","12.0","-86","-89","-73","-80","-95","-74","-92","-92"
"6.0","12.0","-86","-89","-74","-80","-95","-74","-92","-92"
"6.0","12.0","-86","-89","-79","-80","-94","-74","-92","-92"
"6.0","12.0","-86","-98","-79","-80","-94","-74","-92","-92"
"6.0","12.0","-86","-98","-79","-78","-94","-74","-92","-92"
"6.0","12.0","-85","-98","-79","-78","-94","-74","-92","-92"
"6.0","12.0","-85","-87","-79","-78","-94","-74","-92","-92"
"6.0","12.0","-85","-87","-79","-78","-94","-74","-92","-92"
"6.0","12.0","-85","-87","-79","-78","-94","-74","-92","-92"
"6.0","12.0","-85","-95","-79","-78","-93","-70","-92","-92"
"6.0","12.0","-83","-86","-79","-78","-94","-70","-90","-92"
"6.0","12.0","-83","-86","-79","-77","-95","-70","-90","-92"
"6.0","12.0","-87","-86","-79","-77","-95","-74","-90","-92"
"6.0","12.0","-87","-86","-79","-77","-94","-74","-90","-92"
"6.0","12.0","-83","-86","-73","-81","-94","-74","-90","-92"
"6.0","12.0","-86","-96","-73","-81","-94","-78","-90","-92"
"6.0","12.0","-86","-96","-79","-81","-94","-74","-89","-92"
"6.0","12.0","-86","-87","-76","-81","-94","-74","-89","-92"
"6.0","12.0","-86","-87","-76","-79","-97","-74","-89","-92"
"6.0","12.0","-86","-87","-76","-79","-97","-74","-90","-92"
"6.0","12.0","-86","-87","-76","-79","-97","-74","-90","-92"
"6.0","12.0","-82","-87","-76","-77","-97","-74","-93","-92"
"6.0","12.0","-82","-87","-76","-77","-97","-74","-93","-94"
"6.0","12.0","-84","-87","-76","-77","-97","-74","-99","-94"
"6.0","12.0","-84","-87","-76","-77","-97","-70","-99","-94"
"6.0","12.0","-84","-87","-76","-77","-96","-70","-99","-94"
"6.0","12.0","-82","-87","-76","-79","-96","-70","-90","-94"
"6.0","12.0","-82","-87","-76","-79","-96","-70","-100","-94"
"6.0","12.0","-82","-87","-78","-79","-97","-74","-100","-94"
"6.0","12.0","-82","-87","-74","-78","-97","-74","-100","-94"
"6.0","12.0","-82","-96","-74","-80","-94","-74","-100","-94"
"6.0","12.0","-83","-87","-74","-80","-94","-79","-100","-94"
"6.0","12.0","-83","-87","-74","-80","-94","-79","-100","-94"
"6.0","12.0","-83","-87","-74","-80","-94","-79","-100","-94"
"6.0","12.0","-83","-87","-74","-80","-94","-74","-91","-94"
"6.0","12.0","-83","-87","-74","-80","-94","-70","-91","-94"
"6.0","12.0","-86","-87","-74","-79","-94","-70","-95","-94"
"6.0","12.0","-86","-87","-74","-79","-94","-70","-95","-94"
"6.0","12.0","-86","-87","-74","-79","-94","-70","-95","-94"
"6.0","12.0","-86","-87","-74","-77","-94","-70","-95","-96"
"6.0","12.0","-86","-87","-74","-80","-94","-70","-95","-96"
"6.0","12.0","-86","-96","-73","-80","-94","-70","-95","-96"
"6.0","12.0","-86","-96","-73","-77","-94","-70","-95","-96"
"6.0","12.0","-87","-96","-73","-77","-94","-70","-95","-96"
"6.0","12.0","-85","-87","-74","-77","-93","-70","-90","-96"
"6.0","12.0","-87","-87","-79","-77","-94","-74","-100","-96"
"6.0","12.0","-87","-95","-79","-80","-94","-70","-100","-96"
"6.0","12.0","-85","-95","-74","-76","-94","-70","-100","-96"
"6.0","12.0","-85","-95","-74","-76","-94","-70","-99","-96"
"6.0","12.0","-85","-95","-74","-77","-98","-70","-96","-96"
"6.0","12.0","-85","-97","-74","-81","-98","-70","-96","-96"
"6.0","12.0","-85","-97","-73","-81","-98","-75","-89","-96"
"6.0","12.0","-86","-97","-73","-76","-98","-70","-89","-96"
"6.0","12.0","-86","-97","-73","-76","-94","-70","-89","-96"
"6.0","12.0","-86","-97","-79","-76","-94","-79","-94","-96"
"6.0","12.0","-86","-97","-79","-77","-94","-79","-94","-96"
"6.0","12.0","-86","-97","-79","-78","-94","-79","-94","-96"
"6.0","12.0","-86","-87","-76","-78","-93","-79","-94","-96"
"6.0","12.0","-86","-87","-76","-78","-93","-79","-94","-95"
"6.0","12.0","-87","-87","-76","-76","-93","-79","-94","-95"
"6.0","12.0","-87","-87","-76","-76","-100","-79","-94","-99"
"6.0","12.0","-85","-87","-76","-76","-95","-79","-94","-99"
"6.0","12.0","-84","-87","-76","-80","-95","-79","-94","-99"
"6.0","12.0","-87","-87","-76","-80","-95","-79","-94","-99"
"6.0","12.0","-85","-87","-77","-78","-95","-79","-94","-99"
"6.0","12.0","-84","-98","-77","-78","-95","-79","-95","-99"
"6.0","12.0","-84","-98","-77","-78","-95","-70","-95","-99"
"6.0","12.0","-84","-98","-77","-81","-95","-70","-95","-99"
"6.0","12.0","-84","-98","-77","-81","-94","-70","-95","-99"
"6.0","12.0","-84","-98","-77","-81","-93","-70","-95","-99"
"6.0","12.0","-84","-89","-74","-81","-93","-80","-95","-99"
"6.0","12.0","-84","-89","-74","-81","-94","-80","-95","-99"
"6.0","12.0","-84","-87","-76","-81","-94","-80","-95","-99"
"6.0","12.0","-84","-87","-76","-81","-94","-80","-95","-99"
"6.0","12.0","-84","-87","-79","-81","-94","-80","-95","-99"
"2.0","12.0","-93","-94","-80","-83","-100","-79","-95","-101"
"2.0","12.0","-102","-94","-80","-83","-100","-79","-95","-101"
"2.0","12.0","-82","-83","-80","-81","-100","-85","-97","-101"
"2.0","12.0","-96","-83","-80","-81","-100","-85","-97","-101"
"2.0","12.0","-82","-83","-80","-81","-100","-85","-97","-101"
"2.0","12.0","-82","-86","-80","-82","-100","-85","-97","-101"
"2.0","12.0","-90","-86","-80","-82","-100","-85","-97","-101"
"2.0","12.0","-90","-86","-81","-82","-100","-79","-96","-101"
"2.0","12.0","-90","-85","-81","-82","-100","-79","-96","-101"
"2.0","12.0","-90","-85","-81","-82","-100","-79","-96","-101"
"2.0","12.0","-90","-85","-81","-82","-100","-79","-99","-101"
"2.0","12.0","-90","-85","-81","-81","-100","-79","-99","-102"
"2.0","12.0","-90","-85","-80","-82","-100","-79","-99","-102"
"2.0","12.0","-90","-85","-80","-82","-100","-79","-97","-102"
"2.0","12.0","-90","-86","-80","-82","-100","-79","-97","-100"
"2.0","12.0","-89","-86","-80","-82","-100","-79","-97","-100"
"2.0","12.0","-89","-97","-81","-82","-100","-79","-97","-100"
"2.0","12.0","-82","-97","-81","-82","-100","-79","-97","-100"
"2.0","12.0","-90","-97","-81","-82","-100","-79","-97","-100"
"2.0","12.0","-90","-97","-81","-82","-100","-80","-97","-100"
"2.0","12.0","-90","-97","-82","-82","-100","-80","-97","-100"
"2.0","12.0","-90","-97","-82","-83","-100","-80","-97","-100"
"2.0","12.0","-92","-97","-82","-83","-100","-80","-97","-100"
"2.0","12.0","-92","-97","-82","-83","-100","-80","-98","-100"
"2.0","12.0","-92","-85","-82","-83","-100","-80","-98","-100"
"2.0","12.0","-92","-85","-82","-83","-100","-79","-98","-100"
"2.0","12.0","-97","-85","-80","-83","-99","-79","-102","-100"
"2.0","12.0","-97","-89","-82","-82","-99","-79","-102","-100"
"2.0","12.0","-81","-89","-82","-82","-99","-86","-102","-100"
"2.0","12.0","-101","-89","-82","-82","-99","-80","-95","-100"
"2.0","12.0","-101","-86","-82","-82","-99","-80","-95","-100"
"2.0","12.0","-101","-86","-80","-82","-99","-87","-95","-100"
"2.0","12.0","-90","-83","-79","-82","-99","-87","-95","-100"
"2.0","12.0","-90","-97","-81","-82","-99","-87","-95","-100"
"2.0","12.0","-89","-97","-81","-82","-99","-87","-96","-100"
"2.0","12.0","-89","-83","-81","-82","-99","-80","-96","-100"
"2.0","12.0","-89","-95","-79","-82","-99","-80","-96","-100"
"2.0","12.0","-89","-95","-81","-82","-100","-80","-96","-100"
"2.0","12.0","-81","-95","-81","-82","-100","-80","-96","-100"
"2.0","12.0","-81","-95","-81","-82","-100","-80","-96","-100"
"2.0","12.0","-81","-93","-81","-82","-100","-81","-96","-100"
"2.0","12.0","-82","-93","-81","-82","-100","-81","-98","-100"
"2.0","12.0","-93","-84","-81","-83","-99","-81","-98","-100"
"2.0","12.0","-93","-84","-81","-83","-99","-81","-98","-100"
"2.0","12.0","-93","-82","-79","-83","-99","-87","-98","-100"
"2.0","12.0","-93","-83","-79","-83","-99","-87","-98","-100"
"2.0","12.0","-93","-83","-79","-84","-99","-87","-98","-100"
"2.0","12.0","-94","-83","-79","-83","-99","-87","-98","-100"
"2.0","12.0","-94","-83","-80","-83","-99","-87","-98","-100"
"2.0","12.0","-94","-83","-80","-83","-99","-86","-98","-100"
"2.0","12.0","-94","-83","-80","-83","-101","-86","-98","-100"
"2.0","12.0","-94","-83","-80","-83","-101","-86","-98","-100"
"2.0","12.0","-94","-83","-80","-83","-101","-86","-98","-100"
"2.0","12.0","-94","-83","-80","-83","-101","-86","-97","-100"
"2.0","12.0","-94","-82","-80","-81","-101","-86","-97","-100"
"2.0","12.0","-94","-92","-80","-81","-101","-86","-97","-100"
"2.0","12.0","-94","-82","-80","-82","-101","-86","-97","-100"
"2.0","12.0","-94","-82","-80","-82","-101","-82","-100","-97"
"2.0","12.0","-94","-82","-80","-82","-101","-87","-100","-97"
"2.0","12.0","-91","-82","-80","-82","-101","-87","-100","-97"
"2.0","12.0","-91","-82","-80","-82","-101","-87","-100","-97"
"2.0","12.0","-91","-82","-80","-82","-101","-87","-100","-97"
"2.0","12.0","-91","-82","-80","-82","-101","-82","-100","-98"
"2.0","12.0","-84","-82","-81","-82","-101","-82","-100","-98"
"2.0","12.0","-89","-82","-80","-82","-101","-82","-96","-98"
"2.0","12.0","-89","-82","-80","-82","-101","-79","-96","-98"
"2.0","12.0","-84","-82","-81","-82","-101","-79","-96","-98"
"2.0","12.0","-88","-82","-81","-82","-101","-88","-96","-98"
"2.0","12.0","-90","-97","-81","-81","-98","-88","-96","-98"
"2.0","12.0","-90","-83","-80","-81","-98","-88","-96","-98"
"2.0","12.0","-90","-82","-80","-81","-98","-88","-96","-98"
"2.0","12.0","-90","-82","-80","-82","-98","-88","-96","-100"
"2.0","12.0","-82","-82","-80","-82","-98","-88","-96","-100"
"2.0","12.0","-82","-82","-82","-82","-99","-88","-96","-100"
"2.0","12.0","-82","-82","-81","-82","-99","-79","-96","-100"
"2.0","12.0","-82","-82","-81","-82","-99","-81","-96","-99"
"2.0","12.0","-82","-100","-81","-82","-99","-88","-96","-99"
"2.0","12.0","-82","-100","-80","-82","-99","-88","-96","-99"
"2.0","12.0","-82","-96","-80","-82","-99","-88","-96","-99"
"2.0","12.0","-82","-96","-80","-83","-99","-88","-96","-99"
"2.0","12.0","-82","-96","-80","-83","-99","-88","-96","-101"
"2.0","12.0","-88","-96","-80","-83","-99","-88","-97","-101"
"2.0","12.0","-88","-96","-80","-83","-99","-88","-97","-101"
"2.0","12.0","-88","-96","-80","-83","-99","-88","-97","-101"
"2.0","12.0","-88","-96","-80","-83","-99","-87","-97","-101"
"2.0","12.0","-88","-84","-80","-83","-99","-87","-99","-101"
"2.0","12.0","-88","-84","-80","-83","-99","-82","-98","-101"
"2.0","12.0","-88","-84","-80","-82","-99","-80","-98","-101"
"2.0","12.0","-83","-84","-80","-82","-99","-87","-98","-101"
"2.0","12.0","-83","-83","-80","-82","-99","-87","-98","-101"
"2.0","12.0","-83","-83","-80","-82","-102","-87","-100","-101"
"2.0","12.0","-83","-83","-82","-82","-102","-82","-98","-100"
"2.0","12.0","-83","-84","-82","-82","-102","-80","-98","-100"
"2.0","12.0","-88","-84","-82","-81","-102","-80","-98","-100"
"2.0","12.0","-88","-84","-82","-81","-102","-80","-98","-100"
"2.0","12.0","-88","-84","-79","-81","-100","-80","-98","-100"
"2.0","12.0","-83","-84","-79","-82","-100","-80","-98","-100"
"2.0","12.0","-88","-84","-79","-82","-100","-88","-98","-98"
"2.0","12.0","-88","-84","-80","-82","-98","-80","-97","-98"
"2.0","12.0","-88","-84","-83","-82","-98","-80","-97","-98"
"2.0","12.0","-88","-84","-83","-82","-98","-88","-97","-98"
"2.0","12.0","-90","-84","-83","-82","-98","-88","-97","-98"
"2.0","12.0","-90","-83","-79","-82","-98","-88","-97","-98"
"2.0","12.0","-90","-83","-82","-82","-98","-88","-97","-98"
"2.0","12.0","-90","-83","-82","-82","-98","-81","-97","-98"
"2.0","12.0","-83","-82","-82","-82","-98","-81","-97","-98"
"2.0","12.0","-88","-82","-82","-82","-98","-81","-97","-98"
"2.0","12.0","-88","-82","-82","-82","-98","-81","-97","-98"
"2.0","12.0","-88","-82","-82","-82","-98","-81","-97","-98"
"2.0","12.0","-88","-81","-82","-82","-98","-81","-97","-98"
"2.0","12.0","-92","-81","-82","-82","-98","-81","-97","-98"
"2.0","12.0","-92","-82","-82","-83","-98","-81","-99","-98"
"2.0","12.0","-83","-92","-82","-83","-98","-81","-99","-98"
"2.0","12.0","-83","-92","-80","-83","-98","-81","-99","-98"
"2.0","12.0","-83","-83","-80","-83","-98","-80","-99","-98"
"2.0","12.0","-83","-83","-80","-82","-98","-80","-99","-98"
"2.0","12.0","-83","-82","-80","-82","-98","-80","-99","-98"
"2.0","12.0","-83","-82","-80","-82","-98","-86","-99","-98"
"2.0","12.0","-90","-82","-80","-82","-98","-86","-99","-98"
"2.0","12.0","-87","-82","-82","-82","-98","-81","-99","-98"
"2.0","12.0","-87","-82","-80","-82","-98","-81","-97","-98"
"2.0","12.0","-87","-82","-80","-81","-98","-81","-97","-98"
"2.0","12.0","-87","-82","-80","-81","-98","-88","-99","-98"
"2.0","12.0","-87","-82","-80","-82","-98","-88","-99","-98"
"2.0","12.0","-87","-82","-80","-82","-98","-88","-99","-98"
"2.0","12.0","-84","-94","-80","-81","-98","-88","-99","-98"
"2.0","12.0","-86","-94","-80","-81","-98","-81","-99","-99"
"2.0","12.0","-86","-94","-80","-81","-98","-84","-95","-99"
"2.0","12.0","-85","-94","-80","-82","-99","-84","-95","-99"
"2.0","12.0","-87","-84","-80","-82","-99","-84","-95","-99"
"2.0","12.0","-87","-84","-80","-82","-99","-82","-95","-99"
"2.0","12.0","-87","-84","-82","-83","-99","-82","-95","-99"
"2.0","12.0","-87","-90","-82","-83","-99","-81","-95","-99"
"2.0","12.0","-92","-80","-82","-82","-99","-81","-95","-99"
"2.0","12.0","-92","-80","-82","-83","-99","-81","-94","-99"
"2.0","12.0","-84","-80","-80","-83","-99","-81","-96","-99"
"2.0","12.0","-84","-80","-81","-83","-99","-80","-96","-99"
"2.0","12.0","-83","-80","-81","-82","-99","-79","-96","-99"
"2.0","12.0","-83","-90","-81","-82","-99","-79","-96","-99"
"2.0","12.0","-83","-90","-81","-82","-99","-79","-96","-99"
"2.0","12.0","-83","-90","-81","-82","-99","-79","-96","-99"
"2.0","12.0","-83","-90","-81","-82","-99","-81","-96","-99"
"2.0","12.0","-85","-90","-81","-82","-99","-81","-96","-99"
"2.0","12.0","-85","-90","-81","-82","-99","-81","-96","-99"
"2.0","12.0","-87","-90","-81","-82","-99","-81","-96","-99"
"2.0","12.0","-84","-90","-81","-82","-99","-81","-96","-99"
"2.0","12.0","-84","-93","-81","-82","-100","-81","-98","-99"
"2.0","12.0","-83","-93","-81","-82","-100","-81","-98","-99"
"2.0","12.0","-83","-93","-81","-82","-100","-81","-98","-99"
"2.0","12.0","-83","-93","-81","-82","-100","-86","-96","-99"
"2.0","16.0","-90","-82","-83","-79","-97","-93","-98","-98"
"2.0","16.0","-90","-82","-83","-79","-97","-80","-98","-98"
"2.0","16.0","-90","-82","-83","-79","-97","-80","-98","-98"
"2.0","16.0","-90","-82","-83","-79","-97","-91","-98","-98"
"2.0","16.0","-90","-81","-83","-79","-97","-79","-98","-98"
"2.0","16.0","-89","-81","-83","-79","-97","-79","-98","-98"
"2.0","16.0","-90","-81","-82","-79","-97","-79","-98","-98"
"2.0","16.0","-90","-86","-82","-79","-98","-92","-98","-97"
"2.0","16.0","-90","-86","-82","-79","-98","-92","-98","-97"
"2.0","16.0","-90","-82","-82","-79","-98","-80","-98","-98"
"2.0","16.0","-90","-82","-82","-83","-98","-80","-98","-98"
"2.0","16.0","-90","-82","-83","-81","-98","-80","-98","-98"
"2.0","16.0","-90","-82","-83","-81","-98","-78","-98","-98"
"2.0","16.0","-90","-82","-83","-81","-102","-78","-98","-98"
"2.0","16.0","-90","-85","-83","-81","-102","-78","-98","-98"
"2.0","16.0","-90","-85","-83","-81","-102","-78","-98","-98"
"2.0","16.0","-88","-85","-82","-81","-102","-78","-98","-98"
"2.0","16.0","-88","-85","-82","-83","-102","-78","-98","-98"
"2.0","16.0","-88","-84","-82","-83","-102","-91","-98","-98"
"2.0","16.0","-88","-84","-82","-81","-102","-80","-98","-98"
"2.0","16.0","-88","-84","-82","-82","-102","-80","-98","-98"
"2.0","16.0","-88","-84","-82","-82","-101","-80","-98","-98"
"2.0","16.0","-88","-84","-82","-80","-101","-80","-98","-98"
"2.0","16.0","-88","-92","-84","-80","-101","-80","-98","-98"
"2.0","16.0","-90","-92","-84","-80","-101","-80","-98","-98"
"2.0","16.0","-90","-92","-84","-80","-101","-80","-98","-98"
"2.0","16.0","-88","-92","-84","-80","-101","-80","-98","-98"
"2.0","16.0","-88","-92","-83","-84","-101","-78","-98","-98"
"2.0","16.0","-90","-92","-83","-84","-101","-94","-98","-98"
"2.0","16.0","-85","-92","-83","-82","-101","-94","-98","-98"
"2.0","16.0","-85","-92","-83","-82","-100","-94","-98","-99"
"2.0","16.0","-85","-82","-82","-80","-100","-94","-98","-99"
"2.0","16.0","-85","-82","-82","-82","-100","-94","-98","-99"
"2.0","16.0","-85","-82","-82","-84","-100","-93","-98","-96"
"2.0","16.0","-85","-92","-82","-84","-99","-93","-98","-96"
"2.0","16.0","-85","-92","-82","-84","-99","-93","-98","-99"
"2.0","16.0","-88","-92","-82","-79","-99","-93","-98","-99"
"2.0","16.0","-88","-84","-82","-82","-99","-93","-98","-99"
"2.0","16.0","-91","-92","-82","-82","-99","-93","-98","-99"
"2.0","16.0","-91","-81","-82","-82","-99","-93","-98","-98"
"2.0","16.0","-91","-81","-81","-82","-99","-93","-98","-98"
"2.0","16.0","-87","-81","-81","-82","-100","-93","-98","-98"
"2.0","16.0","-87","-83","-82","-83","-100","-93","-98","-96"
"2.0","16.0","-95","-83","-82","-83","-100","-93","-98","-96"
"2.0","16.0","-95","-76","-82","-83","-100","-94","-102","-96"
"2.0","16.0","-87","-76","-82","-83","-98","-78","-102","-96"
"2.0","16.0","-87","-76","-82","-83","-98","-78","-102","-96"
"2.0","16.0","-87","-76","-82","-83","-98","-78","-102","-96"
"2.0","16.0","-87","-90","-82","-83","-98","-94","-99","-96"
"2.0","16.0","-87","-90","-82","-83","-98","-94","-99","-96"
"2.0","16.0","-87","-90","-82","-83","-98","-94","-99","-96"
"2.0","16.0","-87","-90","-82","-83","-98","-78","-99","-96"
"2.0","16.0","-87","-90","-82","-80","-98","-78","-99","-96"
"2.0","16.0","-87","-90","-82","-80","-98","-77","-99","-100"
"2.0","16.0","-97","-90","-82","-80","-98","-77","-99","-100"
"2.0","16.0","-97","-90","-82","-80","-98","-77","-99","-99"
"2.0","16.0","-97","-76","-81","-80","-98","-78","-99","-99"
"2.0","16.0","-97","-76","-81","-83","-98","-93","-99","-99"
"2.0","16.0","-97","-75","-81","-80","-98","-93","-99","-99"
"2.0","16.0","-88","-75","-81","-80","-98","-78","-100","-99"
"2.0","16.0","-88","-75","-81","-83","-98","-78","-100","-95"
"2.0","16.0","-88","-88","-81","-83","-98","-94","-100","-95"
"2.0","16.0","-96","-76","-81","-83","-98","-94","-100","-95"
"2.0","16.0","-87","-76","-81","-83","-98","-96","-100","-95"
"2.0","16.0","-88","-76","-81","-83","-98","-96","-100","-95"
"2.0","16.0","-97","-76","-81","-83","-98","-96","-100","-95"
"2.0","16.0","-97","-76","-81","-83","-98","-96","-100","-95"
"2.0","16.0","-88","-84","-81","-80","-97","-96","-99","-98"
"2.0","16.0","-88","-85","-81","-80","-97","-79","-99","-99"
"2.0","16.0","-86","-84","-81","-83","-97","-78","-101","-99"
"2.0","16.0","-95","-85","-83","-83","-97","-78","-101","-98"
"2.0","16.0","-97","-85","-83","-80","-97","-79","-101","-98"
"2.0","16.0","-89","-88","-83","-80","-97","-79","-101","-98"
"2.0","16.0","-97","-88","-83","-82","-97","-79","-101","-98"
"2.0","16.0","-97","-79","-81","-84","-100","-79","-101","-98"
"2.0","16.0","-90","-91","-81","-84","-100","-79","-101","-98"
"2.0","16.0","-90","-78","-81","-82","-100","-79","-101","-101"
"2.0","16.0","-97","-89","-81","-84","-100","-79","-99","-101"
"2.0","16.0","-86","-89","-81","-84","-100","-79","-99","-101"
"2.0","16.0","-86","-87","-84","-84","-100","-79","-99","-101"
"2.0","16.0","-86","-87","-81","-81","-100","-79","-99","-101"
"2.0","16.0","-100","-87","-81","-81","-100","-79","-99","-101"
"2.0","16.0","-86","-91","-81","-82","-100","-78","-99","-101"
"2.0","16.0","-89","-77","-81","-82","-100","-78","-99","-98"
"2.0","16.0","-89","-94","-81","-83","-99","-78","-99","-98"
"2.0","16.0","-89","-94","-81","-83","-99","-78","-99","-98"
"2.0","16.0","-89","-94","-81","-83","-99","-101","-99","-98"
"2.0","16.0","-89","-77","-81","-82","-99","-101","-99","-98"
"2.0","16.0","-89","-77","-82","-82","-99","-101","-99","-98"
"2.0","16.0","-89","-77","-82","-82","-99","-101","-99","-100"
"2.0","16.0","-96","-78","-82","-82","-99","-101","-99","-100"
"2.0","16.0","-96","-78","-81","-80","-99","-78","-98","-100"
"2.0","16.0","-96","-90","-81","-80","-99","-78","-98","-100"
"2.0","16.0","-96","-78","-81","-80","-99","-78","-98","-100"
"2.0","16.0","-100","-78","-81","-81","-99","-78","-100","-96"
"2.0","16.0","-100","-88","-81","-80","-100","-78","-100","-96"
"2.0","16.0","-87","-88","-84","-82","-100","-78","-100","-96"
"2.0","16.0","-87","-78","-84","-80","-98","-78","-100","-96"
"2.0","16.0","-97","-78","-82","-83","-98","-78","-100","-96"
"2.0","16.0","-97","-90","-83","-82","-98","-78","-100","-98"
"2.0","16.0","-88","-78","-83","-82","-98","-78","-100","-98"
"2.0","16.0","-90","-78","-83","-82","-99","-78","-100","-98"
"2.0","16.0","-90","-90","-82","-82","-99","-78","-100","-98"
"2.0","16.0","-90","-90","-82","-81","-99","-78","-100","-98"
"2.0","16.0","-90","-78","-83","-81","-99","-78","-100","-98"
"2.0","16.0","-87","-78","-81","-81","-99","-78","-98","-101"
"2.0","16.0","-87","-78","-81","-82","-99","-78","-98","-101"
"2.0","16.0","-87","-78","-81","-82","-99","-77","-98","-101"
"2.0","16.0","-87","-78","-81","-83","-99","-77","-98","-101"
"2.0","16.0","-87","-91","-82","-83","-99","-77","-98","-100"
"2.0","16.0","-87","-91","-83","-83","-99","-77","-98","-100"
"2.0","16.0","-97","-91","-83","-83","-99","-77","-98","-100"
"2.0","16.0","-97","-91","-82","-83","-99","-77","-98","-100"
"2.0","16.0","-97","-77","-82","-83","-99","-77","-98","-100"
"2.0","16.0","-88","-77","-82","-83","-98","-77","-101","-100"
"2.0","16.0","-86","-77","-83","-83","-98","-77","-101","-100"
"2.0","16.0","-86","-76","-83","-83","-98","-77","-101","-100"
"2.0","16.0","-95","-76","-81","-84","-98","-77","-101","-100"
"2.0","16.0","-95","-77","-83","-84","-98","-99","-101","-100"
"2.0","16.0","-86","-77","-83","-84","-98","-79","-101","-97"
"2.0","16.0","-88","-98","-83","-84","-98","-79","-101","-97"
"2.0","16.0","-88","-95","-83","-84","-98","-79","-101","-97"
"2.0","16.0","-88","-77","-83","-82","-98","-79","-101","-97"
"2.0","16.0","-93","-77","-83","-82","-98","-102","-101","-96"
"2.0","16.0","-93","-92","-81","-82","-98","-102","-101","-96"
"2.0","16.0","-93","-92","-83","-82","-98","-79","-101","-96"
"2.0","16.0","-93","-92","-83","-82","-98","-79","-101","-99"
"2.0","16.0","-93","-92","-83","-82","-98","-98","-101","-99"
"2.0","16.0","-93","-92","-83","-82","-98","-79","-101","-96"
"2.0","16.0","-88","-92","-81","-82","-98","-79","-101","-96"
"2.0","16.0","-88","-92","-81","-82","-98","-79","-101","-96"
"2.0","16.0","-88","-81","-83","-82","-98","-79","-101","-96"
"2.0","16.0","-88","-81","-80","-81","-98","-79","-101","-96"
"2.0","16.0","-88","-91","-80","-81","-98","-78","-101","-96"
"2.0","16.0","-88","-91","-82","-81","-98","-78","-101","-96"
"2.0","16.0","-99","-91","-82","-81","-98","-78","-101","-96"
"2.0","16.0","-88","-75","-82","-81","-98","-78","-101","-95"
"2.0","16.0","-88","-83","-82","-81","-98","-78","-101","-96"
"2.0","16.0","-99","-74","-82","-84","-98","-78","-101","-96"
"2.0","16.0","-99","-74","-80","-84","-98","-78","-101","-96"
"2.0","16.0","-88","-83","-83","-85","-98","-78","-99","-96"
"2.0","16.0","-88","-74","-83","-85","-98","-78","-99","-96"
"2.0","16.0","-88","-88","-83","-85","-98","-78","-99","-96"
"2.0","16.0","-88","-88","-81","-82","-98","-78","-99","-96"
"2.0","16.0","-88","-83","-84","-80","-98","-78","-99","-96"
"2.0","16.0","-88","-83","-81","-84","-98","-78","-99","-96"
"2.0","16.0","-88","-87","-81","-84","-98","-78","-99","-96"
"2.0","16.0","-88","-86","-84","-84","-98","-77","-99","-96"
"2.0","16.0","-94","-77","-84","-84","-98","-77","-99","-96"
"2.0","16.0","-94","-77","-84","-84","-98","-77","-99","-96"
"6.0","16.0","-90","-89","-80","-81","-93","-82","-92","-97"
"6.0","16.0","-90","-89","-80","-77","-92","-79","-92","-95"
"6.0","16.0","-90","-89","-83","-77","-92","-79","-93","-95"
"6.0","16.0","-91","-93","-83","-81","-92","-79","-93","-95"
"6.0","16.0","-91","-93","-83","-81","-92","-79","-99","-95"
"6.0","16.0","-91","-93","-83","-81","-92","-79","-99","-102"
"6.0","16.0","-91","-86","-84","-81","-93","-79","-93","-102"
"6.0","16.0","-91","-86","-84","-80","-93","-79","-93","-95"
"6.0","16.0","-91","-86","-84","-77","-93","-81","-93","-95"
"6.0","16.0","-94","-86","-84","-77","-92","-81","-93","-95"
"6.0","16.0","-94","-86","-83","-81","-92","-81","-92","-95"
"6.0","16.0","-94","-86","-86","-81","-92","-81","-96","-94"
"6.0","16.0","-94","-86","-80","-81","-92","-81","-96","-94"
"6.0","16.0","-94","-86","-83","-81","-92","-81","-100","-94"
"6.0","16.0","-94","-86","-82","-81","-92","-81","-100","-94"
"6.0","16.0","-94","-86","-82","-81","-92","-81","-100","-95"
"6.0","16.0","-94","-86","-82","-77","-92","-81","-100","-95"
